,title,description,description_img,information
104,旗津天后宮,,"[{'img_alt': '旗津天后宮整修後面貌', 'img_src': 'https://khh.travel/Image/39605/?r=1653461532637'}, {'img_alt': '旗津天后宮整修後樣貌', 'img_src': 'https://khh.travel/Image/39606/?r=1653461514953'}]","{'phone': '+886-7-5712115', 'address': '高雄市旗津區廟前路93號', 'googleMap': 'https://www.google.com/maps/place/22.61338,120.26843?hl=zh-tw', 'openingHours': '05:30-22:00', 'ticketInformation': None}"
105,海軍明德訓練班(原日本海軍鳳山無線電信所)(施工閉園中),位於鳯山區勝利路的原日本海軍鳳山無線電信所一直蒙著神秘的面紗，2011年開始於週末開放參觀後才得以一窺它的原貌。,"[{'img_alt': '日本海軍無線電信所-大碉堡', 'img_src': 'https://khh.travel/Image/20041/?r=1590129190294'}, {'img_alt': '日本海軍無線電信所-哨所', 'img_src': 'https://khh.travel/Image/20046/?r=1590129198258'}]","{'phone': '+886-7-2225136', 'address': '高雄市鳳山區勝利路10巷', 'googleMap': 'https://www.google.com/maps/place/22.63108,120.37508?hl=zh-tw', 'openingHours': '假日：09:00–17:00', 'ticketInformation': None}"
106,陸軍官校(校史館),,[],"{'phone': '+886-7-7436982', 'address': '高雄市鳳山區維武路1號', 'googleMap': 'https://www.google.com/maps/place/22.61932,120.36585?hl=zh-tw', 'openingHours': '請發函申請參觀', 'ticketInformation': None}"
107,鳳山天公廟,始於1798年，主祠玉皇上帝，為二層樓華南式宮殿式建築，雕樑畫棟、氣勢磅礡，信徒眾多、絡繹不絕。,"[{'img_alt': '鳳山天公廟34', 'img_src': 'https://khh.travel/Image/45/?r=1590476527395'}]","{'phone': '+886-7-7463815', 'address': '高雄市鳳山區光明路151號', 'googleMap': 'https://www.google.com/maps/place/22.62521,120.35975?hl=zh-tw', 'openingHours': '05:00–21:00', 'ticketInformation': None}"
108,鳳山仙公廟,,[],"{'phone': '+886-7-7479641', 'address': '高雄市鳳山區國泰路一段220號', 'googleMap': 'https://www.google.com/maps/place/22.61535,120.35534?hl=zh-tw', 'openingHours': '07:30–22:00', 'ticketInformation': None}"
109,鳳山基督長老教會,,[],"{'phone': '+886-7-7462676', 'address': '高雄市鳳山區中正路172號', 'googleMap': 'https://www.google.com/maps/place/22.6284,120.36099?hl=zh-tw', 'openingHours': '08:30–17:30', 'ticketInformation': None}"
110,大東文化藝術中心,,"[{'img_alt': '大東文化藝術中心建築', 'img_src': 'https://khh.travel/Image/20051/?r=1590130067501'}, {'img_alt': '大東文化藝術中心圖書館', 'img_src': 'https://khh.travel/Image/20049/?r=1590130076854'}]","{'phone': '+886-7-7430011', 'address': '高雄市鳳山區光遠路161號', 'googleMap': 'https://www.google.com/maps/place/22.62497,120.36349?hl=zh-tw', 'openingHours': '圖書館：週二至週四10:00–21:00；週日10:00–17:00(週一公休)服務台：週日至週四08:00–17:30；週五至週六08:00–21:00售票處：每日09:00–21:00園區：全天候開放', 'ticketInformation': None}"
111,天工開物-R23橋頭火車站,,[],"{'phone': '+886-7-7938888', 'address': '高雄市橋頭區站前街12之1號', 'googleMap': 'https://www.google.com/maps/place/22.76025,120.31097?hl=zh-tw', 'openingHours': '06:00–00:00', 'ticketInformation': None}"
112,橋頭老街（余登發故居）,前縣長余登發的故居，展示第一位黨外民選縣長的人生歷程與影響台灣民主進程的「橋頭事件」。,[],"{'phone': '+886-7-6131125', 'address': '高雄市橋頭區橋南路27號', 'googleMap': 'https://www.google.com/maps/place/22.75653,120.31162?hl=zh-tw', 'openingHours': '週日：10:00–17:00', 'ticketInformation': None}"
113,橋頭白樹彩繪村,,[],"{'phone': '+886-7-7995678', 'address': '高雄市橋頭區白樹路和建樹路交叉口', 'googleMap': 'https://www.google.com/maps/place/22.75988,120.30386?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
114,臺糖花卉農園中心,,[],"{'phone': '+886-7-6128473', 'address': '高雄市橋頭區橋南里創新路93號', 'googleMap': 'https://www.google.com/maps/place/22.74117,120.32486?hl=zh-tw', 'openingHours': '08:00–17:00', 'ticketInformation': None}"
115,太陽谷,,"[{'img_alt': '俯瞰太陽谷，鋸齒狀的泥岩山稜綿延不絕，見證南部夏季暴雨與烈陽交替下的地質奇觀。', 'img_src': 'https://khh.travel/Image/55721/?r=1740468957325'}, {'img_alt': '翠綠植被環繞下，湖水倒映著太陽谷環狀山谷的奇特景緻，展現自然的寧靜與神秘。', 'img_src': 'https://khh.travel/Image/55723/?r=1740468958917'}, {'img_alt': '近距離欣賞太陽谷獨特的泥岩紋理與峽谷景致，感受大自然鬼斧神工的震撼美感。', 'img_src': 'https://khh.travel/Image/55722/?r=1740468967805'}]","{'phone': None, 'address': '高雄市燕巢區金山村番田路埤底巷', 'googleMap': 'https://www.google.com/maps/place/22.80378,120.40708?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
116,烏山頂泥火山自然保留區,,[],"{'phone': '+886-7-7995678', 'address': '高雄市燕巢區金山里深水段183之8號', 'googleMap': 'https://www.google.com/maps/place/22.79603,120.40597?hl=zh-tw', 'openingHours': '08:00–17:30', 'ticketInformation': None}"
117,燕巢雞冠山,,[],"{'phone': '+886-7-6161411', 'address': '高雄市燕巢區金山村', 'googleMap': 'https://www.google.com/maps/place/22.80912,120.39775?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
118,南寮漁港,夜晚投射的五彩燈光及變幻不同色彩的光椅，黃金夕陽、浪漫夜景，使南寮漁港美不勝收，獲選十大魅力漁港中「情定今生」系列的第一名,[],"{'phone': '+886-7-6177063', 'address': '高雄市彌陀區漁港一路60號', 'googleMap': 'https://www.google.com/maps/place/22.76236,120.23341?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
119,漯底山自然公園,位於高雄市彌陀區，泥岩地質易受雨水沖刷，使得地表崎嶇險惡、草木難生，裸露的稜線與峽谷造成荒涼特殊的地質美景,"[{'img_alt': '漯底山自然公園遊憩設施', 'img_src': 'https://khh.travel/Image/20422/?r=1590474099531'}, {'img_alt': '漯底山自然公園06', 'img_src': 'https://khh.travel/Image/1182/?r=1590474109020'}]","{'phone': '+886-7-6191216', 'address': '高雄市彌陀區漯底里山頂路', 'googleMap': 'https://www.google.com/maps/place/22.77096,120.25311?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
120,高雄市音樂館,,[],"{'phone': '+886-7-5315555', 'address': '高雄市鹽埕區河西路99號', 'googleMap': 'https://www.google.com/maps/place/22.62743,120.28646?hl=zh-tw', 'openingHours': '館內一樓：全天候開放', 'ticketInformation': None}"
121,市民廣場,,[],"{'phone': '+886-7-5513316', 'address': '高雄市鹽埕區中正四路、大勇路口', 'googleMap': 'https://www.google.com/maps/place/22.62557,120.28558?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
122,興達港(情人碼頭),緊臨情人碼頭，傳統漁村結合地方文化與觀光休閒後，轉化成新興的現代漁港，推薦冬至前後烏魚季，來臺灣最大烏魚子產地－興達港。,"[{'img_alt': '興達港-空拍港灣', 'img_src': 'https://khh.travel/Image/20116/?r=1590474923106'}, {'img_alt': '興達港觀光漁市美食地圖', 'img_src': 'https://khh.travel/Image/48396/?r=1700188418138'}, {'img_alt': '各式新鮮漁獲', 'img_src': 'https://khh.travel/Image/48398/?r=1700188446850'}, {'img_alt': '濱海遊樂區', 'img_src': 'https://khh.travel/Image/37460/?r=1642730360161'}, {'img_alt': '裝飾藝術', 'img_src': 'https://khh.travel/Image/37457/?r=1642730381876'}, {'img_alt': '船隻夕陽海面', 'img_src': 'https://khh.travel/Image/37465/?r=1642730398493'}, {'img_alt': '未來巨象白天', 'img_src': 'https://khh.travel/Image/37456/?r=1642730412321'}, {'img_alt': '興達海洋驛站外觀', 'img_src': 'https://khh.travel/Image/40132/?r=1658306924910'}]","{'phone': '+886-7-6988233', 'address': '高雄市茄萣區崎洛里大發路88號', 'googleMap': 'https://www.google.com/maps/place/22.86843,120.19391?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
123,潮旅梓官（蚵子寮漁港）,蚵子寮漁港是高雄著名漁港，具有相當豐富的現撈漁獲，可體驗魚市拍賣、品嚐美味海鮮，還能探索漁村秘境與浪漫海景。,"[{'img_alt': '從高空俯瞰蚵子寮漁港，繁忙的漁船與寧靜的港灣共繪出海港生活的寫實風景。', 'img_src': 'https://khh.travel/Image/55729/?r=1740470330434'}, {'img_alt': '蚵子寮漁港地標，見證這座漁港從傳統漁村轉型為觀光熱點的歷史軌跡。', 'img_src': 'https://khh.travel/Image/55731/?r=1740470332673'}, {'img_alt': '現代感十足的蚵子寮魚貨直銷中心，為南臺灣代表性產地直銷漁港之一。', 'img_src': 'https://khh.travel/Image/55730/?r=1740470364481'}, {'img_alt': '琳瑯滿目的鮮魚攤位，滿足每位遊客對新鮮海產的渴望。', 'img_src': 'https://khh.travel/Image/55733/?r=1740470378280'}, {'img_alt': '魚市內香氣四溢，各式現炸海鮮美食，讓人食指大動。', 'img_src': 'https://khh.travel/Image/55732/?r=1740470379289'}, {'img_alt': '可愛魚市彩繪，為蚵子寮增添了幾分童趣與文藝氛圍。', 'img_src': 'https://khh.travel/Image/55728/?r=1740470397537'}, {'img_alt': '新鮮「現撈仔」齊聚蚵子寮魚貨直銷中心，讓饕客現場挑選、即刻品嚐最鮮美的海味。', 'img_src': 'https://khh.travel/Image/55734/?r=1740551201552'}]","{'phone': '+886-7-6194100', 'address': '高雄市梓官區漁港二路32號', 'googleMap': 'https://www.google.com/maps/place/22.72687,120.25446?hl=zh-tw', 'openingHours': '星期日：11:30 – 18:00星期一：13:00 – 18:00星期二：13:00 – 18:00星期三：13:00 – 18:00星期四：13:00 – 18:00星期五：13:00 – 18:00星期六：11:30 – 18:00', 'ticketInformation': None}"
124,舊鐵橋濕地教育園區（大樹舊鐵橋）,沿著高屏溪畔，打造了綿延300公頃的自然與人文天堂，廣達100多公頃的溼地生態公園，與百年舊鐵橋空中步道都是重要景點。,"[{'img_alt': '大樹舊鐵橋 (2)', 'img_src': 'https://khh.travel/Image/37571/?r=1642745696453'}, {'img_alt': '大樹舊鐵橋 (4)', 'img_src': 'https://khh.travel/Image/37573/?r=1642745710610'}, {'img_alt': '大樹舊鐵橋 (8)', 'img_src': 'https://khh.travel/Image/37568/?r=1642745722059'}, {'img_alt': '舊鐵橋濕地教育園區04', 'img_src': 'https://khh.travel/Image/450/?r=1642745737658'}, {'img_alt': '舊鐵橋濕地教育園區07', 'img_src': 'https://khh.travel/Image/453/?r=1590461175818'}, {'img_alt': '舊鐵橋濕地教育園區10', 'img_src': 'https://khh.travel/Image/456/?r=1645066025739'}]","{'phone': '+886-7-6522292', 'address': '高雄市大樹區竹寮里竹寮路109號', 'googleMap': 'https://www.google.com/maps/place/22.66231,120.42698?hl=zh-tw', 'openingHours': '星期日：00:00 – 23:59星期一：00:00 – 23:59星期二：00:00 – 23:59星期三：00:00 – 23:59星期四：00:00 – 23:59星期五：00:00 – 23:59星期六：00:00 – 23:59', 'ticketInformation': None}"
125,鳳山縣舊城,,"[{'img_alt': '鳳山縣舊城-北門06', 'img_src': 'https://khh.travel/Image/460/?r=1590480804728'}, {'img_alt': '鳳山縣舊城-東門02', 'img_src': 'https://khh.travel/Image/462/?r=1590480821973'}, {'img_alt': '鳳山縣舊城-南門03', 'img_src': 'https://khh.travel/Image/466/?r=1590480831198'}]","{'phone': '+886-7-2225136', 'address': '高雄市左營區勝利路117號', 'googleMap': 'https://www.google.com/maps/place/22.68025,120.29053?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
126,大崗山風景區,橫跨岡山、燕巢、阿蓮和田寮四區，海拔最高312公尺，曾為封閉的軍事重鎮，現為遍佈古剎名塔及登山步道的熱門景點。,"[{'img_alt': '盤龍峽谷一線天景致', 'img_src': 'https://khh.travel/Image/37242/?r=1642596588844'}, {'img_alt': '天靈洞', 'img_src': 'https://khh.travel/Image/37244/?r=1642596108366'}, {'img_alt': '洞裡的天靈洞', 'img_src': 'https://khh.travel/Image/37243/?r=1642596353660'}, {'img_alt': '參拜天靈洞', 'img_src': 'https://khh.travel/Image/37237/?r=1642596355795'}, {'img_alt': '三角點', 'img_src': 'https://khh.travel/Image/37241/?r=1642596512296'}, {'img_alt': '盤龍峽谷一線天入口', 'img_src': 'https://khh.travel/Image/37238/?r=1642596534741'}, {'img_alt': '盤龍峽谷一線天', 'img_src': 'https://khh.travel/Image/37239/?r=1642596559855'}]","{'phone': '+886-7-6311177', 'address': '高雄市阿蓮區復安路', 'googleMap': 'https://www.google.com/maps/place/22.85971,120.34497?hl=zh-tw', 'openingHours': '星期日：24 小時營業星期一：24 小時營業星期二：24 小時營業星期三：24 小時營業星期四：24 小時營業星期五：24 小時營業星期六：24 小時營業', 'ticketInformation': None}"
127,石頭廟（田寮慈玄聖天宮）,「台灣人博真情，泰勞感恩建奇廟」，為了感謝廟方的救濟，泰籍勞工以石頭、貝殼為建材，手工拼貼出無與倫比的陸上龍宮。,"[{'img_alt': '慈玄聖天宮有著泰勞感恩建奇廟故事', 'img_src': 'https://khh.travel/Image/43508/?r=1675524789100'}, {'img_alt': '慈玄聖天宮一角', 'img_src': 'https://khh.travel/Image/43507/?r=1675524798410'}, {'img_alt': '慈玄聖天宮恭奉觀音菩薩', 'img_src': 'https://khh.travel/Image/43504/?r=1675524802143'}, {'img_alt': '處處是驚喜', 'img_src': 'https://khh.travel/Image/43509/?r=1675524806083'}, {'img_alt': '獨樹一格吸引許多遊客人前來', 'img_src': 'https://khh.travel/Image/43505/?r=1675524827200'}, {'img_alt': '石頭、珊瑚與貝殼打造而成', 'img_src': 'https://khh.travel/Image/43510/?r=1675524806801'}]","{'phone': '+886-7-6361154', 'address': '高雄市田寮區新興里新興路2-7號', 'googleMap': 'https://www.google.com/maps/place/22.83569,120.38654?hl=zh-tw', 'openingHours': '星期日：00:00 – 23:59星期一：00:00 – 23:59星期二：00:00 – 23:59星期三：00:00 – 23:59星期四：00:00 – 23:59星期五：00:00 – 23:59星期六：00:00 – 23:59', 'ticketInformation': None}"
128,大寮包公廟,,[],"{'phone': '+886-7-7880919', 'address': '高雄市大寮區開封街120號', 'googleMap': 'https://www.google.com/maps/place/22.58945,120.41166?hl=zh-tw', 'openingHours': '05:00–21:00', 'ticketInformation': None}"
129,高雄市立電影館,緊鄰愛河旁，吸引許多熱愛電影的市民前來，在夜晚散發的點點藍紫光芒與愛河的波光互相呼應，在電影館前廣場散步，透露出愛河的浪漫情懷,"[{'img_alt': '高雄市立電影館放映機展示', 'img_src': 'https://khh.travel/Image/50434/?r=1707116064131'}, {'img_alt': '高雄市立電影院休息區', 'img_src': 'https://khh.travel/Image/50437/?r=1707116079952'}]","{'phone': '+886-7-5511211', 'address': '高雄市鹽埕區河西路10號', 'googleMap': 'https://www.google.com/maps/place/22.62244,120.28878?hl=zh-tw', 'openingHours': '13:30–21:30(週一公休)', 'ticketInformation': None}"
130,美濃客家文物館,客家文物館採用菸樓造型與合院設計的建築風格，館內的展示空間，提供遊客認識豐富的客家生活文化，展現客家文化在美濃地區的面貌,[],"{'phone': '+886-7-6818338', 'address': '高雄市美濃區民族路49-3號', 'googleMap': 'https://www.google.com/maps/place/22.91107,120.55754?hl=zh-tw', 'openingHours': '09:00–17:00(16:40停止售票，週一公休)', 'ticketInformation': None}"
131,內門紫竹寺,擁有300多年歷史，原為郭氏家族的保護神，因一段觀音佛祖「飛爐」顯靈的傳説，至今已成為全省最具歷史與規模的「觀音媽廟」。,"[{'img_alt': '內門紫竹寺正門', 'img_src': 'https://khh.travel/Image/37247/?r=1642597127375'}, {'img_alt': '涼亭造景', 'img_src': 'https://khh.travel/Image/37248/?r=1642597114246'}, {'img_alt': '內門紫竹寺香爐', 'img_src': 'https://khh.travel/Image/37251/?r=1642597177645'}, {'img_alt': '內門紫竹寺參拜處', 'img_src': 'https://khh.travel/Image/37255/?r=1642597237259'}, {'img_alt': '紫竹春生碑誌', 'img_src': 'https://khh.travel/Image/37249/?r=1642597135189'}, {'img_alt': '內門紫竹寺入口', 'img_src': 'https://khh.travel/Image/37246/?r=1642597146383'}]","{'phone': '+886-7-6671602', 'address': '高雄市內門區中正路115巷18號', 'googleMap': 'https://www.google.com/maps/place/22.91718,120.45503?hl=zh-tw', 'openingHours': '星期日：05:00 – 21:00星期一：05:00 – 21:00星期二：05:00 – 21:00星期三：05:00 – 21:00星期四：05:00 – 21:00星期五：05:00 – 21:00星期六：05:00 – 21:00', 'ticketInformation': None}"
132,大東濕地公園,融合生活藝術與在地文化特色的綜合性文化中心，週邊還有鳳山溪綠園道和大東公園，適合三五好友在此散步談心，悠閒度過午后時光,[],"{'phone': '+886-7-7422111', 'address': '高雄市鳳山區光遠路及博愛路段', 'googleMap': 'https://www.google.com/maps/place/22.62702,120.36395?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
133,鳳山龍山寺,,[],"{'phone': '+886-7-7467391', 'address': '高雄市鳳山區中山路7號', 'googleMap': 'https://www.google.com/maps/place/22.62078,120.36201?hl=zh-tw', 'openingHours': '07:00–21:00', 'ticketInformation': None}"
134,觀音湖,,[],"{'phone': '+886-7-7467391', 'address': '高雄市仁武區鹽埕巷', 'googleMap': 'https://www.google.com/maps/place/22.70982,120.36967?hl=zh-tw', 'openingHours': '08:00–17:00', 'ticketInformation': None}"
135,武德殿,,"[{'img_alt': '武德殿牆面的箭靶壁飾圖騰', 'img_src': 'https://khh.travel/Image/47514/?r=1699256989127'}]","{'phone': '+886-7-5317382', 'address': '高雄市鼓山區登山街36號', 'googleMap': 'https://www.google.com/maps/place/22.6246046112663,120.272389277816?hl=zh-tw', 'openingHours': '週二至週日10:00–18:00 (週一休館，適逢國定假日正常放)', 'ticketInformation': None}"
136,旗山老街,漫步在歷史與人文氣息匯集的百年山城老街，巴洛克立面裝飾的紅磚建築與砂岩堆砌的石拱亭仔腳，無不散發優雅古典的氣息。,"[{'img_alt': '熱鬧的旗山老街，街道兩旁林立著特色小吃與商店，是遊客感受旗山風情的必訪之地。', 'img_src': 'https://khh.travel/Image/55753/?r=1740473384909'}, {'img_alt': '矗立於老街入口處的旗山農會，見證旗山早期繁榮的商業發展，如今成為當地的重要地標與拍照熱點。', 'img_src': 'https://khh.travel/Image/55757/?r=1740473399604'}, {'img_alt': '老街建築細膩的雕飾與優雅的立面，展現出日治時期仿巴洛克風格的獨特美學。', 'img_src': 'https://khh.travel/Image/55748/?r=1740473845069'}, {'img_alt': '擁有維多利亞與哥德式風格的旗山車站，如今轉型為糖鐵故事館，成為了解旗山糖業與鐵道歷史的最佳場所。', 'img_src': 'https://khh.travel/Image/55756/?r=1740473422469'}, {'img_alt': '糖鐵故事館展示旗山糖業與鐵道的發展歷程，透過豐富的歷史資料與圖像，訴說這座城市的興衰轉變。', 'img_src': 'https://khh.travel/Image/55755/?r=1740473424804'}, {'img_alt': '象徵旗山香蕉文化的遊樂設施，讓遊客在輕鬆玩樂中感受旗山作為香蕉產銷重鎮的歷史魅力。', 'img_src': 'https://khh.travel/Image/55754/?r=1740473444688'}, {'img_alt': '老街攤位販售香蕉脆餅與各式水果，彰顯旗山深厚的香蕉文化與農產特色，是旅客必買的在地伴手禮。', 'img_src': 'https://khh.travel/Image/55749/?r=1740473445531'}, {'img_alt': '糖鐵故事館內展示甘蔗產業模型，生動還原當年農民採收甘蔗的辛勤情景。', 'img_src': 'https://khh.travel/Image/55751/?r=1740473463872'}, {'img_alt': '旗山老街上的仿巴洛克式紅磚洋樓，搭配熱鬧的街道與人潮，展現出歷史與現代交織的觀光魅力。', 'img_src': 'https://khh.travel/Image/55750/?r=1740473468196'}]","{'phone': '+886-7-6616100', 'address': '高雄市旗山區中山路', 'googleMap': 'https://www.google.com/maps/place/22.88511,120.48179?hl=zh-tw', 'openingHours': '星期日：14:00 – 20:00星期一：14:00 – 20:00星期二：14:00 – 20:00星期三：14:00 – 20:00星期四：14:00 – 20:00星期五：14:00 – 20:00星期六：14:00 – 20:00', 'ticketInformation': None}"
137,半屏山自然公園,,[],"{'phone': '+886-7-5313001', 'address': '高雄市左營區翠華路跟海功路交叉口', 'googleMap': 'https://www.google.com/maps/place/22.6974,120.30971?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
138,光之穹頂-O5R10美麗島捷運站,璀璨穹頂下的奇幻殿堂，絢麗光影與現代藝術完美交織，創造令人屏息的夢幻沉浸體驗，是視覺美學的極致展現。,"[{'img_alt': '美麗島捷運站-貝殼狀出入口', 'img_src': 'https://khh.travel/Image/20109/?r=1590473854137'}, {'img_alt': '美麗島捷運站-光之穹頂橫幅圖', 'img_src': 'https://khh.travel/Image/20108/?r=1590473861832'}]","{'phone': '+886-7-7938888', 'address': '高雄市新興區中山一路115號', 'googleMap': 'https://www.google.com/maps/place/22.63151,120.30132?hl=zh-tw', 'openingHours': '05:55–-00:25', 'ticketInformation': None}"
139,美濃民俗村,美濃民俗村完整保留客家文化，更結合地方上各產業精英，介紹美濃的人文地理、生活習俗及豐富的旅遊內容。,"[{'img_alt': '空拍美濃民俗村', 'img_src': 'https://khh.travel/Image/43547/?r=1675526691312'}, {'img_alt': '美濃民俗村魯堂國', 'img_src': 'https://khh.travel/Image/20152/?r=1675526700606'}, {'img_alt': '美濃民俗村走道', 'img_src': 'https://khh.travel/Image/20143/?r=1675526769997'}, {'img_alt': '美濃民俗村裡充滿客家風味的攤位', 'img_src': 'https://khh.travel/Image/43541/?r=1675526726113'}, {'img_alt': '客家風格產品應有盡有', 'img_src': 'https://khh.travel/Image/43545/?r=1675526740555'}, {'img_alt': '油紙傘為美濃在地特色', 'img_src': 'https://khh.travel/Image/43538/?r=1675526742597'}, {'img_alt': '美濃民俗村特色商品', 'img_src': 'https://khh.travel/Image/20145/?r=1675526744255'}]","{'phone': '+886-7-6817508', 'address': '高雄市美濃區中山路二段421巷80號', 'googleMap': 'https://www.google.com/maps/place/22.89313,120.51397?hl=zh-tw', 'openingHours': '非假日：08:30–17:00假日：08:30–17:30(除夕公休)', 'ticketInformation': None}"
140,澄清湖高爾夫球場,,[],"{'phone': '+886-7-3701101', 'address': '高雄市鳥松區大華里球場路270號', 'googleMap': 'https://www.google.com/maps/place/22.66331,120.33903?hl=zh-tw', 'openingHours': '05:30–17:30', 'ticketInformation': None}"
141,田寮月世界,田寮「月世界」特殊景觀在地理學稱為「惡地」，經年累月由雨、河水侵蝕，將泥沙堆積在泥岩上，泥沙與泥岩混合經由風化形成。,"[{'img_alt': '田寮月世界湖與惡地', 'img_src': 'https://khh.travel/Image/18410/?r=1590460564149'}, {'img_alt': '田寮月世界-階梯', 'img_src': 'https://khh.travel/Image/18411/?r=1590460585918'}, {'img_alt': '田寮月世界-步道', 'img_src': 'https://khh.travel/Image/18412/?r=1591090962626'}, {'img_alt': '2021田寮月世界熱氣球人潮', 'img_src': 'https://khh.travel/Image/39319/?r=1651720306349'}, {'img_alt': '2021田寮月世界－熱氣球', 'img_src': 'https://khh.travel/Image/39316/?r=1651719177426'}, {'img_alt': '2021田寮月世界－熱氣球空拍', 'img_src': 'https://khh.travel/Image/39317/?r=1651720326001'}]","{'phone': '+886-7-6367036', 'address': '高雄市田寮區崇德里月球路36號', 'googleMap': 'https://www.google.com/maps/place/22.886,120.38898?hl=zh-tw', 'openingHours': '遊客中心：週一至週五 10:00-12:00/13:00-17:00週六及週日10:00-17:00月世界：全天候開放', 'ticketInformation': None}"
142,國家體育場（世運主場館）,國家體育場於98年元月21日竣工，係2009年世界運動會開、閉幕典禮之主要場館與競賽場地，也是臺灣第一座符合國際田徑總會「IAAF」要求的標準球場。,"[{'img_alt': '場館外裝置藝術', 'img_src': 'https://khh.travel/Image/19975/?r=1590125806871'}, {'img_alt': '空派照正面', 'img_src': 'https://khh.travel/Image/19979/?r=1590125821362'}]","{'phone': None, 'address': None, 'googleMap': None, 'openingHours': '室外：全天候開放', 'ticketInformation': None}"
143,西子灣風景區,西子灣以夕陽美景及天然礁石聞名，可觀海景、遠眺高雄港；每當夜幕低垂，漁船燈火閃爍其間，呈現海天一色美景。,"[{'img_alt': '遊客中心', 'img_src': 'https://khh.travel/Image/20454/?r=1590456457728'}, {'img_alt': '打狗英國領事館-夜晚外觀照', 'img_src': 'https://khh.travel/Image/20471/?r=1590456949294'}, {'img_alt': '哨船頭海岸', 'img_src': 'https://khh.travel/Image/20474/?r=1740643553253'}, {'img_alt': '哨船頭山碉堡觀景平台', 'img_src': 'https://khh.travel/Image/20476/?r=1590457644798'}, {'img_alt': '十八王公廟', 'img_src': 'https://khh.travel/Image/20480/?r=1590457844791'}, {'img_alt': '雄鎮北門', 'img_src': 'https://khh.travel/Image/20483/?r=1590457966414'}]","{'phone': '+886-7-5250005', 'address': '高雄市鼓山區蓮海路51號', 'googleMap': 'https://www.google.com/maps/place/22.62488,120.26476?hl=zh-tw', 'openingHours': None, 'ticketInformation': None}"
144,內門308高地,高雄內門與台南左鎮的交界處，遙望廣闊的惡地地形，彷彿造訪了月球表面。,"[{'img_alt': '308高地觀景台1', 'img_src': 'https://khh.travel/Image/43423/?r=1675156646359'}]","{'phone': '+886-7-7995678', 'address': '高雄市內門區', 'googleMap': 'https://www.google.com/maps/place/22.97741,120.44242?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
145,訓風砲台,,"[{'img_alt': '訓風砲台看板', 'img_src': 'https://khh.travel/Image/20022/?r=1590128142730'}]","{'phone': '+886-7-7422111', 'address': '高雄市鳳山區勝利路', 'googleMap': 'https://www.google.com/maps/place/22.61984,120.36192?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
146,台糖鳳山園藝休閒廣場,,[],"{'phone': '+886-7-7479672', 'address': '高雄市鳳山區國泰路一段150號', 'googleMap': 'https://www.google.com/maps/place/22.61469,120.35843?hl=zh-tw', 'openingHours': '09:00–17:00', 'ticketInformation': None}"
147,木柵吊橋＆木柵教會,全台第三古老的教堂聳立於藍天峻嶺之中，宛若銀絲的木柵吊橋懸於兩座山頭之間。,"[{'img_alt': '內門木柵教會1', 'img_src': 'https://khh.travel/Image/43356/?r=1675068110398'}]","{'phone': '+886-7-7473382', 'address': '高雄市內門區(龍眼觀光果園內)', 'googleMap': 'https://www.google.com/maps/place/22.98098,120.47147?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
148,鳳儀書院,位於城隍廟旁的鳳儀書院興建於1814年，於民國74年列為三級古蹟，在民國98年規畫整修後，的園區增設許多Q版塑像。,"[{'img_alt': '鳳儀書院-清代五品官員官服', 'img_src': 'https://khh.travel/Image/18535/?r=1590127848441'}]","{'phone': '+886-7-7405362', 'address': '高雄市鳳山區鳳崗里鳳明街62號', 'googleMap': 'https://www.google.com/maps/place/22.62775,120.35948?hl=zh-tw', 'openingHours': '平日：10:30–17:30 (17:00截止售票，週一公休)假日：10:30–18:30 (18:00截止售票)', 'ticketInformation': None}"
149,情人谷,,[],"{'phone': '+886-7-7992221', 'address': '高雄市茂林區高132線2.5km處', 'googleMap': 'https://www.google.com/maps/place/22.87588,120.66683?hl=zh-tw', 'openingHours': '星期日：00:00 – 23:59星期一：00:00 – 23:59星期二：00:00 – 23:59星期三：00:00 – 23:59星期四：00:00 – 23:59星期五：00:00 – 23:59星期六：00:00 – 23:59', 'ticketInformation': None}"
